-25.1,151.54,27.3,18.5,9.4,59.0,13.1,2.5,75,h
-25.11,151.54,27.3,18.5,9.4,59.0,13.1,2.5,75,h
-23.37,149.59,26.6,18.8,16.9,76.0,14.2,2.2,94,h
-23.36,149.59,26.6,18.8,16.9,76.0,14.2,2.2,94,h
-23.37,149.59,26.6,18.8,16.9,76.0,14.2,2.2,94,h
-23.37,149.59,26.6,18.8,16.9,76.0,14.2,2.2,94,h
-19.74,146.48,25.5,18.7,27.0,69.0,13.9,10.1,91,h
-19.74,146.49,25.5,18.7,27.0,69.0,13.9,10.1,91,h
-19.74,146.48,25.5,18.7,27.0,69.0,13.9,10.1,91,h
-19.74,146.49,25.5,18.7,27.0,69.0,13.9,10.1,91,h
-9.67,148.7,29.3,23.7,8.3,87.0,21.3,3.2,97,h
-9.35,149.07,29.3,23.7,8.3,87.0,21.3,3.2,97,h
-9.67,148.7,29.3,23.7,8.3,87.0,21.3,3.2,97,h
-9.34,147.01,28.5,25.2,29.2,83.0,23.6,12.2,90,h
57.84,134.09,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.84,134.21,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.84,134.21,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.82,134.13,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.82,134.2,19.5,15.5,11.5,63.0,13.6,4.7,91,h
59.72,136.11,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.72,136.1,17.3,14.2,14.4,69.0,12.7,6.0,82,h
58.76,133.81,17.3,14.2,14.4,69.0,12.7,6.0,82,h
57.46,133.23,20.9,14.8,17.6,61.0,10.2,1.8,82,h
57.76,134.7,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.76,134.7,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.58,133.37,20.9,14.8,17.6,61.0,10.2,1.8,82,h
57.81,134.18,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.81,134.17,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.82,134.2,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.86,134.53,19.5,15.5,11.5,63.0,13.6,4.7,91,h
57.8,134.18,19.5,15.5,11.5,63.0,13.6,4.7,91,h
59.74,133.72,15.5,12.6,13.7,79.0,10.5,9.8,95,h
59.78,135.83,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.78,135.83,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.7,135.86,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.7,135.87,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.7,135.87,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.73,136.04,17.3,14.2,14.4,69.0,12.7,6.0,82,h
59.73,136.05,17.3,14.2,14.4,69.0,12.7,6.0,82,h
61.35,112.81,22.2,17.3,16.6,50.0,13.2,12.2,66,h
61.35,112.8,22.2,17.3,16.6,50.0,13.2,12.2,66,h
60.75,120.7,23.4,17.1,13.7,41.0,11.8,7.6,52,h
60.27,120.86,23.4,17.1,13.7,41.0,11.8,7.6,52,h
60.15,109.1,23.2,18.2,15.8,87.0,15.1,4.0,99,h
64.4,115.6,21.8,15.8,10.4,49.0,9.9,5.0,64,h
-3.74,-48.93,35.6,28.9,10.4,56.0,24.7,7.2,77,h
-3.74,-48.93,35.6,28.9,10.4,56.0,24.7,7.2,77,h
-5.66,-44.53,37.3,28.8,15.5,36.0,21.8,5.4,50,h
-6.53,-47.17,37.0,30.2,14.4,34.0,24.8,5.8,44,h
-6.53,-47.17,37.0,30.2,14.4,34.0,24.8,5.8,44,h
-22.25,-51.83,30.3,22.8,15.5,47.0,18.1,10.4,58,h
-22.25,-51.83,30.3,22.8,15.5,47.0,18.1,10.4,58,h
-18.16,-50.35,33.1,25.4,12.6,31.0,20.4,6.8,41,h
-18.18,-50.35,33.1,25.4,12.6,31.0,20.4,6.8,41,h
-32.38,152.25,22.5,14.5,12.6,63.0,9.6,6.5,71,h
-32.49,148.64,18.1,11.0,14.8,73.0,6.7,5.8,92,h
-32.49,148.64,18.1,11.0,14.8,73.0,6.7,5.8,92,h
-32.17,146.75,18.1,12.4,19.1,67.0,8.9,12.6,87,h
-34.33,146.2,17.0,11.1,11.5,74.0,7.7,7.6,91,h
-32.18,146.74,18.1,12.4,19.1,67.0,8.9,12.6,87,h
-32.18,146.74,18.1,12.4,19.1,67.0,8.9,12.6,87,h
-27.84,151.2,24.3,16.8,14.4,40.0,11.7,12.2,60,h
-27.84,151.2,24.3,16.8,14.4,40.0,11.7,12.2,60,h
-29.4,150.23,22.4,14.1,16.2,48.0,8.6,9.4,66,h
-28.95,150.47,22.4,14.9,13.7,46.0,9.4,13.0,66,h
-28.71,149.85,22.4,14.9,13.7,46.0,9.4,13.0,66,h
-30.45,150.99,20.4,10.0,8.6,52.0,2.8,3.6,68,h
-30.45,150.95,20.4,10.0,8.6,52.0,2.8,3.6,68,h
-30.45,151.0,20.4,10.0,8.6,52.0,2.8,3.6,68,h
-30.45,150.95,20.4,10.0,8.6,52.0,2.8,3.6,68,h
-30.62,150.01,20.8,11.9,8.3,57.0,6.6,3.6,74,h
-25.66,146.33,23.5,17.7,20.9,39.0,14.7,15.1,46,h
-31.61,147.74,18.1,12.4,19.1,67.0,8.9,12.6,87,h
-29.57,150.06,22.4,14.1,16.2,48.0,8.6,9.4,66,h
-29.56,150.06,22.4,14.1,16.2,48.0,8.6,9.4,66,h
-30.03,149.41,22.4,14.1,16.2,48.0,8.6,9.4,66,h
-30.03,149.41,22.4,14.1,16.2,48.0,8.6,9.4,66,h
-29.63,152.76,25.0,16.9,13.3,77.0,13.4,3.2,96,h
-27.16,149.88,22.6,16.2,15.8,43.0,12.3,14.0,52,h
-27.15,149.88,22.6,16.2,15.8,43.0,12.3,14.0,52,h
-26.76,148.79,22.6,16.2,15.8,43.0,12.3,14.0,52,h
-19.75,146.47,25.5,18.7,27.0,69.0,13.4,9.4,91,h
-23.39,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.73,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.72,26.6,19.3,16.6,55.0,13.2,6.5,86,h
37.57,127.0,34.4,29.9,14.0,64.0,26.1,3.2,83,h
-19.75,146.48,25.5,18.7,27.0,69.0,13.4,9.4,91,h
-23.38,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.73,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-19.75,146.48,25.5,18.7,27.0,69.0,13.4,9.4,91,h
-23.39,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.74,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-23.38,147.73,26.6,19.3,16.6,55.0,13.2,6.5,86,h
-12.66,131.06,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-12.51,131.97,34.3,25.9,20.9,47.0,18.9,8.6,75,h
-18.99,121.81,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.98,121.81,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.98,121.8,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.97,121.83,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.97,121.83,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.97,121.79,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.96,121.83,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.97,121.76,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.97,121.76,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.97,121.75,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-18.91,121.83,29.7,25.0,23.0,66.0,22.7,12.6,65,h
-16.23,136.66,30.3,23.3,25.9,55.0,18.2,16.2,65,h
-16.24,136.64,30.3,23.3,25.9,55.0,18.2,16.2,65,h
-16.23,136.65,30.3,23.3,25.9,55.0,18.2,16.2,65,h
-13.84,129.9,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-13.58,131.6,33.8,24.8,26.6,35.0,18.1,13.3,53,h
-13.73,130.49,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-13.08,134.1,28.2,24.2,21.2,70.0,19.8,13.3,91,h
-12.88,131.86,34.3,25.9,20.9,47.0,18.9,8.6,75,h
-12.89,130.99,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-15.46,128.18,33.0,27.2,29.9,25.0,22.3,14.8,33,h
-15.46,128.19,33.0,27.2,29.9,25.0,22.3,14.8,33,h
-15.46,128.19,33.0,27.2,29.9,25.0,22.3,14.8,33,h
-15.48,128.18,33.0,27.2,29.9,25.0,22.3,14.8,33,h
-16.44,123.01,26.8,24.9,12.2,65.0,23.2,9.0,71,h
-16.44,123.02,26.8,24.9,12.2,65.0,23.2,9.0,71,h
-16.45,123.01,26.8,24.9,12.2,65.0,23.2,9.0,71,h
-15.93,136.39,30.3,23.3,25.9,55.0,18.2,16.2,65,h
-11.4,130.34,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.41,130.33,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.44,130.32,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.44,130.33,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.44,130.34,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.39,130.81,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.4,130.81,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-10.03,124.05,32.0,26.2,23.0,70.0,22.0,9.0,83,h
-9.98,123.74,32.0,26.2,23.0,70.0,22.0,9.0,83,h
-9.47,124.06,32.0,26.2,23.0,70.0,22.0,9.0,83,h
-11.27,132.59,34.3,25.9,20.9,47.0,18.9,8.6,75,h
-9.44,124.07,32.0,26.2,23.0,70.0,22.0,9.0,83,h
-11.67,130.72,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.67,130.73,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.66,131.27,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.71,133.07,34.3,25.9,20.9,47.0,18.9,8.6,75,h
-11.71,133.08,34.3,25.9,20.9,47.0,18.9,8.6,75,h
-11.84,132.99,34.3,25.9,20.9,47.0,18.9,8.6,75,h
-8.27,123.51,31.5,26.3,10.8,71.0,23.3,6.5,82,h
-11.39,130.31,32.1,26.3,19.4,60.0,22.5,11.5,83,h
-11.41,130.29,32.1,26.3,19.4,60.0,22.5,11.5,83,h
1.17,117.68,31.0,27.3,17.3,82.0,25.1,7.9,91,h
1.17,117.68,31.0,27.3,17.3,82.0,25.1,7.9,91,h
4.97,115.97,33.5,26.8,10.8,78.0,21.8,2.5,98,h
57.56,129.98,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.8,134.18,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.56,129.99,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.81,134.18,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.84,134.21,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.84,134.22,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.38,133.35,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.32,134.67,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.83,134.09,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.85,134.09,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.84,134.08,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.29,133.23,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.84,134.22,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.81,134.16,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.81,134.17,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.88,130.14,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.84,134.21,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.84,134.08,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.85,134.08,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.81,134.17,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.81,134.18,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.81,134.16,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.83,134.09,19.5,15.5,11.5,63.0,13.8,7.7,90,h
57.54,130.55,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.54,130.55,20.9,14.8,17.6,61.0,9.4,3.6,83,h
57.54,130.56,20.9,14.8,17.6,61.0,9.4,3.6,83,h
58.54,129.1,20.8,15.0,11.5,64.0,8.4,2.5,92,h
58.53,135.44,17.3,14.2,14.4,69.0,10.3,6.5,97,h
58.49,135.4,17.3,14.2,14.4,69.0,10.3,6.5,97,h
58.54,129.11,20.8,15.0,11.5,64.0,8.4,2.5,92,h
58.54,129.1,20.8,15.0,11.5,64.0,8.4,2.5,92,h
58.53,135.44,17.3,14.2,14.4,69.0,10.3,6.5,97,h
58.53,135.44,17.3,14.2,14.4,69.0,10.3,6.5,97,h
59.35,134.07,17.3,14.2,14.4,69.0,10.3,6.5,97,h
59.35,134.07,17.3,14.2,14.4,69.0,10.3,6.5,97,h
59.75,136.02,17.3,14.2,14.4,69.0,10.3,6.5,97,h
59.72,136.11,17.3,14.2,14.4,69.0,10.3,6.5,97,h
59.91,136.33,16.4,12.8,10.9,81.0,12.0,10.9,97,h
60.2,120.65,23.4,17.1,13.7,41.0,9.9,7.6,56,h
60.21,120.65,23.4,17.1,13.7,41.0,9.9,7.6,56,h
60.27,120.87,23.4,17.1,13.7,41.0,9.9,7.6,56,h
61.34,120.81,21.5,15.8,13.3,44.0,8.9,6.5,59,h
61.35,112.81,22.2,17.3,16.6,50.0,11.7,11.2,67,h
61.35,112.81,22.2,17.3,16.6,50.0,11.7,11.2,67,h
63.43,110.91,22.9,17.5,14.8,46.0,11.3,10.8,64,h
63.62,93.22,28.3,22.9,20.2,51.0,16.9,4.7,71,h
63.62,93.22,28.3,22.9,20.2,51.0,16.9,4.7,71,h
63.63,93.21,28.3,22.9,20.2,51.0,16.9,4.7,71,h
63.63,93.21,28.3,22.9,20.2,51.0,16.9,4.7,71,h
66.96,75.53,23.3,20.0,18.0,63.0,17.6,12.2,75,h
-6.76,-58.68,36.9,28.6,10.8,49.0,23.3,1.4,62,h
-15.7,-61.6,34.8,27.0,10.4,35.0,20.9,3.2,50,h
-15.76,-61.94,34.8,27.0,10.4,35.0,20.9,3.2,50,h
-16.06,-62.09,34.8,27.0,10.4,35.0,20.9,3.2,50,h
-16.5,-59.35,38.4,28.5,9.7,29.0,21.3,4.0,43,h
-16.44,-61.55,34.8,27.0,10.4,35.0,20.9,3.2,50,h
-16.02,-60.73,35.5,28.3,10.4,30.0,22.3,2.2,45,h
-16.09,-60.79,35.5,28.3,10.4,30.0,22.3,2.2,45,h
-16.71,-62.13,34.8,27.0,10.4,35.0,20.9,3.2,50,h
-16.86,-62.49,34.8,27.0,10.4,35.0,20.9,3.2,50,h
-17.19,-61.58,36.3,27.3,14.0,31.0,19.8,0.7,48,h
-17.19,-61.58,36.3,27.3,14.0,31.0,19.8,0.7,48,h
-17.37,-60.76,36.3,27.3,14.0,31.0,19.8,0.7,48,h
-17.62,-60.24,36.3,27.3,14.0,31.0,19.8,0.7,48,h
-17.75,-60.09,36.3,27.3,14.0,31.0,19.8,0.7,48,h
-17.76,-60.11,36.3,27.3,14.0,31.0,19.8,0.7,48,h
-18.52,-58.89,35.9,27.2,12.2,31.0,19.2,5.4,44,h
-18.66,-58.28,37.9,28.2,13.3,29.0,21.5,6.8,46,h
-18.66,-58.28,37.9,28.2,13.3,29.0,21.5,6.8,46,h
-18.66,-58.9,35.9,27.2,12.2,31.0,19.2,5.4,44,h
-18.67,-58.9,35.9,27.2,12.2,31.0,19.2,5.4,44,h
-21.34,-60.22,36.4,27.8,25.2,29.0,20.9,12.2,42,h
-28.67,-57.22,29.2,22.1,17.3,71.0,17.5,13.7,89,h
-28.67,-57.22,29.2,22.1,17.3,71.0,17.5,13.7,89,h
-23.15,114.21,25.6,21.1,22.3,42.0,16.6,9.7,30,h
-21.89,120.25,24.5,19.0,22.0,26.0,13.2,11.2,28,h
-21.89,120.25,24.5,19.0,22.0,26.0,13.2,11.2,28,h
-18.89,121.83,29.7,25.0,23.0,66.0,22.9,15.1,64,h
-21.3,118.36,29.5,24.6,28.4,45.0,21.8,21.6,35,h
-18.89,121.83,29.7,25.0,23.0,66.0,22.9,15.1,64,h
-18.89,121.83,29.7,25.0,23.0,66.0,22.9,15.1,64,h
-3.1,115.25,32.3,27.1,7.9,76.0,23.6,2.9,92,h
-3.02,115.42,32.3,27.1,7.9,76.0,23.6,2.9,92,h
-9.56,120.02,30.6,25.7,24.5,74.0,22.6,11.2,88,h
-9.4,119.44,30.6,25.7,24.5,74.0,22.6,11.2,88,h
-8.36,118.74,33.6,26.4,12.8,72.0,21.9,5.4,95,h
-8.24,116.4,32.4,25.8,11.0,74.0,21.5,4.3,82,h
-0.69,111.55,33.3,27.4,4.7,76.0,23.1,0.0,89,h
-2.81,115.07,32.3,27.1,7.9,76.0,23.6,2.9,92,h
-2.8,115.07,32.3,27.1,7.9,76.0,23.6,2.9,92,h
0.26,110.77,33.3,27.4,4.7,76.0,23.1,0.0,89,h
-2.2,115.99,30.1,26.6,13.0,82.0,24.5,4.0,91,h
-2.22,115.68,30.1,26.6,13.0,82.0,24.5,4.0,91,h
1.86,113.57,35.3,27.9,6.1,80.0,23.2,1.1,100,h
1.86,113.57,35.3,27.9,6.1,80.0,23.2,1.1,100,h
2.34,114.68,29.8,23.0,7.6,81.0,18.3,3.6,99,h
1.96,109.45,33.5,27.0,9.7,78.0,24.2,2.2,93,h
3.44,114.47,29.8,23.0,7.6,81.0,18.3,3.6,99,h
0.88,113.56,35.3,27.9,6.1,80.0,23.2,1.1,100,h
0.84,113.05,33.6,27.3,6.8,83.0,23.5,2.9,99,h
1.05,114.18,35.3,27.9,6.1,80.0,23.2,1.1,100,h
0.89,113.03,35.3,27.9,6.1,80.0,23.2,1.1,100,h
45.94,74.32,35.2,29.7,17.4,35.0,23.7,6.8,52,h
45.94,74.33,35.2,29.7,17.4,35.0,23.7,6.8,52,h
45.8,74.29,35.2,29.7,17.4,35.0,23.7,6.8,52,h
45.8,74.29,35.2,29.7,17.4,35.0,23.7,6.8,52,h
46.71,75.35,34.2,29.8,26.9,40.0,24.5,14.0,52,h
46.71,75.35,34.2,29.8,26.9,40.0,24.5,14.0,52,h
49.66,76.79,29.4,22.7,22.0,57.0,17.9,3.6,72,h
57.56,105.93,25.1,20.0,13.3,79.0,14.4,5.0,91,h
57.87,105.9,25.1,20.0,13.3,79.0,14.4,5.0,91,h
57.87,105.89,25.1,20.0,13.3,79.0,14.4,5.0,91,h
57.88,105.89,25.1,20.0,13.3,79.0,14.4,5.0,91,h
57.98,106.82,25.1,20.0,13.3,79.0,14.4,5.0,91,h
57.99,106.82,25.1,20.0,13.3,79.0,14.4,5.0,91,h
58.09,106.57,25.1,20.0,13.3,79.0,14.4,5.0,91,h
58.09,106.55,25.1,20.0,13.3,79.0,14.4,5.0,91,h
58.1,106.56,25.1,20.0,13.3,79.0,14.4,5.0,91,h
58.1,106.55,25.1,20.0,13.3,79.0,14.4,5.0,91,h
54.14,69.07,28.9,22.6,11.9,64.0,16.2,6.8,91,h
54.15,69.06,28.9,22.6,11.9,64.0,16.2,6.8,91,h
61.35,112.83,22.2,17.3,16.6,50.0,11.6,11.5,66,h
63.63,93.2,28.3,22.9,20.2,51.0,18.6,4.0,68,h
63.63,93.21,28.3,22.9,20.2,51.0,18.6,4.0,68,h
54.15,69.06,28.9,22.6,11.9,64.0,16.2,6.8,91,h
60.15,109.1,23.2,18.2,15.8,87.0,14.9,7.9,99,h
18.2,-94.01,30.5,27.8,18.0,84.0,27.0,5.4,97,h
18.21,-94.01,30.5,27.8,18.0,84.0,27.0,5.4,97,h
16.2,-95.17,35.5,29.5,23.8,66.0,27.2,15.1,73,h
17.91,-93.38,32.1,27.4,14.8,84.0,26.0,4.0,96,h
18.09,-94.05,30.5,27.8,18.0,84.0,27.0,5.4,97,h
-7.9,-78.29,20.8,10.4,15.1,54.0,2.9,10.8,64,h
39.4,53.19,29.3,27.2,25.7,72.0,25.6,16.2,77,h
51.16,59.27,30.9,25.1,24.5,40.0,22.1,19.8,51,h
52.22,79.45,31.7,26.0,13.4,39.0,23.0,8.3,44,h
50.78,62.51,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.77,62.51,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.78,62.51,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.78,62.5,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.77,62.49,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.78,62.48,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.8,62.45,32.6,27.0,25.2,37.0,24.0,11.6,36,h
49.65,76.8,29.4,22.7,22.0,57.0,21.1,6.5,60,h
50.88,62.16,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.89,62.16,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.89,62.16,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.89,62.14,32.6,27.0,25.2,37.0,24.0,11.6,36,h
50.53,59.8,30.9,25.1,24.5,40.0,22.1,19.8,51,h
52.96,55.22,25.4,20.7,25.9,56.0,19.5,10.8,57,h
66.95,75.55,23.3,20.0,18.0,63.0,18.6,17.3,62,h
68.41,83.63,27.7,22.6,13.3,59.0,21.4,12.2,61,h
66.67,80.46,27.5,22.2,18.4,64.0,21.3,14.4,67,h
68.53,79.96,23.0,18.5,17.6,72.0,16.7,17.6,74,h
49.03,-119.6,29.5,20.7,13.7,32.0,17.1,3.2,54,h
49.02,-119.6,29.5,20.7,13.7,32.0,17.1,3.2,54,h
49.03,-119.57,29.5,20.7,13.7,32.0,17.1,3.2,54,h
49.0,-119.6,29.5,20.7,13.7,32.0,17.1,3.2,54,h
51.01,-119.78,26.2,16.3,7.6,42.0,11.9,2.5,59,h
46.49,-81.03,23.5,16.9,8.6,58.0,14.2,3.2,71,h
51.02,-119.78,26.2,16.3,7.6,42.0,11.9,2.5,59,h
47.8,-114.5,31.9,22.9,8.6,29.0,16.7,1.4,40,h
47.8,-114.49,31.9,22.9,8.6,29.0,16.7,1.4,40,h
47.8,-114.49,31.9,22.9,8.6,29.0,16.7,1.4,40,h
47.8,-114.48,31.9,22.9,8.6,29.0,16.7,1.4,40,h
47.79,-114.49,31.9,22.9,8.6,29.0,16.7,1.4,40,h
47.59,-114.39,31.8,23.7,9.0,35.0,18.6,1.4,44,h
47.58,-114.39,34.1,24.8,7.9,33.0,19.0,1.8,40,h
45.55,-115.28,32.4,21.8,14.8,37.0,17.8,6.1,46,h
44.68,-113.62,31.8,23.3,9.4,24.0,19.5,4.0,30,h
44.68,-113.62,31.8,23.3,9.4,24.0,19.5,4.0,30,h
44.67,-113.63,31.8,23.3,9.4,24.0,19.5,4.0,30,h
44.67,-113.62,31.8,23.3,9.4,24.0,19.5,4.0,30,h
44.68,-113.62,31.8,23.3,9.4,24.0,19.5,4.0,30,h
44.67,-113.63,31.8,23.3,9.4,24.0,19.5,4.0,30,h
44.67,-113.62,31.8,23.3,9.4,24.0,19.5,4.0,30,h
